temp time control
24.18 44.67323350906372 1603.1252978755845
24.16 44.77006387710571 1641.8043763529251
24.15 44.87169909477234 1648.927297878521
24.13 44.9654541015625 1686.1206238690265
24.12 45.06518745422363 1696.6822978767732
24.1 45.16192865371704 1735.7805957481653
24.09 45.260660886764526 1743.597311938949
24.08 45.360398292541504 1763.7092978786443
24.06 45.45812964439392 1803.1835957656037
24.05 45.55795669555664 1811.4363119310453
24.04 45.65559959411621 1831.9242978807065
24.02 45.75234270095825 1871.7745957673642
24.01 45.85108423233032 1880.457688177756
24.0 45.94981646537781 1899.7959090956308
23.99 46.04955458641052 1920.8372978754107
23.97 46.14728665351868 1961.2833763526273
23.96 46.246105670928955 1970.3089090976416
23.95 46.34376263618469 1991.735688177695
23.94 46.44349527359009 2011.5852978769392
23.93 46.54222917556763 2031.8079090998103
23.92 46.64097213745117 2053.513688179834
23.91 46.73978281021118 2073.6452978792113
23.9 46.83844017982483 2094.171311936528
23.9 46.93674993515015 2095.337000009255
23.89 47.03391480445862 2126.409297881503
23.88 47.13173532485962 2146.937297886234
23.88 47.23338174819946 2148.5070000115084
23.87 47.32913064956665 2179.767297883858
23.87 47.42786192893982 2179.7510000076127
23.87 47.52859306335449 2192.068000013822
23.87 47.625338554382324 2202.6900000052974
23.86 47.72511124610901 2234.044688177354
23.86 47.820810317993164 2235.832000002963
23.86 47.9235405921936 2246.5480000076345
23.86 48.02027869224548 2257.150000006892
23.86 48.1200213432312 2269.690000005299
23.87 48.2173535823822 2259.446311831762
23.87 48.319077014923096 2280.8210000091913
23.87 48.413827419281006 2291.443000013822
23.88 48.51256585121155 2284.476688075162
23.88 48.61129975318909 2304.179000011529
23.89 48.71003198623657 2293.9747021222743
23.9 48.80976843833923 2297.4286880872214
23.9 48.90853929519653 2316.9430000137077
23.91 49.00723719596863 2306.550702124604
23.92 49.10707116127014 2309.7866880894344
23.93 49.2037889957428 2308.380702122471
23.94 49.3036789894104 2308.3447021399843
23.95 49.400192975997925 2311.2536880914813
23.97 49.49892497062683 2288.833404243935
23.98 49.600319385528564 2298.843311832226
24.0 49.696059703826904 2277.719404273717
24.01 49.79379868507385 2290.7950909156725
24.03 49.89452862739563 2267.4016236615125
24.05 49.9932644367218 2261.1751818216526
24.06 50.09101223945618 2267.3463118323734
24.08 50.18874382972717 2245.470404273534
24.1 50.287484645843506 2233.930404277215
24.12 50.38621425628662 2226.450376143657
24.13 50.483954191207886 2232.3387021430813
24.15 50.58098745346069 2209.690404242615
24.17 50.682894706726074 2197.49240427236
24.19 50.77816677093506 2189.249376168259
24.21 50.87790489196777 2173.7474042445056
24.24 50.97712326049805 2139.83393548738
24.26 51.07390284538269 2142.050181820601
24.28 51.175593852996826 2125.723404272276
24.3 51.27237629890442 2112.004623661632
24.33 51.371110677719116 2083.6072727301034
24.36 51.46898150444031 2054.5739354874822
24.38 51.56871700286865 2051.383404273009
24.41 51.6674530506134 2021.8772727313974
24.43 51.76628351211548 2012.9456236616247
24.46 51.861971616744995 1977.6121064063207
24.49 51.96175456047058 1957.5630642109625
24.51 52.060410499572754 1948.4154042728933
24.54 52.16122031211853 1912.1011064070838
24.56 52.259872913360596 1906.8754042451155
24.58 52.35960006713867 1894.3813761652182
24.61 52.455429792404175 1854.481106363601
24.63 52.554083824157715 1848.5974042723474
24.66 52.653815031051636 1816.0570642436767
24.68 52.752549171447754 1805.3114042454508
24.71 52.85028839111328 1767.0269354886243
24.73 52.948026180267334 1764.0731818225124
24.76 53.04577279090881 1722.596106404512
24.78 53.145509004592896 1715.0516236618855
24.81 53.24328136444092 1681.374272731027
24.83 53.34197473526001 1668.7226236615122
24.85 53.44071388244629 1650.361404272308
24.87 53.54148626327515 1631.583404272845
24.89 53.635197162628174 1615.7103761440167
24.91 53.7319610118866 1593.6284042725383
24.93 53.83067321777344 1574.2864042456606
24.95 53.92940282821655 1554.7564042722163
24.97 54.02714157104492 1538.0113761638256
24.99 54.12488389015198 1515.1774042459563
25.01 54.22462248802185 1494.8556236621182
25.03 54.321431398391724 1477.8491818236303
25.05 54.42008996009827 1454.2844042721476
25.06 54.51883244514465 1454.250311834799
25.08 54.61556887626648 1422.9744042718612
25.1 54.71536636352539 1404.8123761443167
25.12 54.814045906066895 1380.7564042719814
25.14 54.912827253341675 1359.4404042714082
25.16 55.010557889938354 1340.6243761442392
25.17 55.10824966430664 1336.7367021393945
25.19 55.205028772354126 1304.3124042467773
25.2 55.30672335624695 1303.0707021400144
25.22 55.40346431732178 1272.9623761625458
25.23 55.50138592720032 1268.5107021273604
25.24 55.599998474121094 1256.1643118356042
25.25 55.7026686668396 1245.0760909166813
25.26 55.7994019985199 1231.084702139975
25.27 55.897692918777466 1218.4593118350626
25.29 55.99643540382385 1187.840181824136
25.3 56.09815549850464 1182.4793118356586
25.31 56.1939001083374 1169.6797021394877
25.32 56.29263496398926 1157.7070909155689
25.32 56.39009213447571 1163.8220000078425
25.33 56.49010133743286 1140.0817021387916
25.34 56.58856201171875 1127.8396880768003
25.35 56.68530058860779 1113.0857021394404
25.36 56.78803372383118 1099.7017021379709
25.36 56.883849143981934 1106.4160000078843
25.37 56.981512784957886 1082.2997021386623
25.38 57.08223843574524 1068.7277021283594
25.39 57.17798471450806 1055.0617021399312
25.39 57.276724100112915 1061.4490000054925
25.4 57.37749171257019 1037.0507021276362
25.41 57.4742796421051 1023.1233118359795
25.41 57.57093667984009 1030.0220000070979
25.42 57.66966772079468 1006.3110909156181
25.42 57.771016359329224 1011.4960000079569
25.42 57.86875534057617 1007.5480000062358
25.43 57.964377880096436 983.6866880771036
25.43 58.063114404678345 988.8190000071189
25.43 58.16085767745972 984.7770000053569
25.43 58.25959491729736 980.090000008
25.43 58.36031913757324 976.0480000062379
25.43 58.45706033706665 972.0060000094817
25.43 58.55683398246765 967.319000007119
25.43 58.65752387046814 963.277000005357
25.43 58.75395369529724 959.2350000086008
25.43 58.85300040245056 954.5480000062381
25.43 58.951778411865234 950.5060000094818
25.43 59.04848575592041 946.4640000077198
25.42 59.147823095321655 963.3106881807862
25.42 59.24755501747131 947.9380000085785
25.42 59.34829044342041 944.0320000088523
25.41 59.44402456283569 960.8162978748782
25.41 59.544755697250366 945.6680000077466
25.41 59.64150333404541 941.8550000080139
25.4 59.74032425880432 958.7332978740808
25.39 59.83997130393982 963.0183119405489
25.39 59.93871021270752 950.1780000071733
25.39 60.03744649887085 946.5120000055751
25.38 60.139167070388794 961.544311939693
25.38 60.234909534454346 948.7980000063554
25.37 60.33465051651001 965.9582978900204
25.37 60.434953927993774 951.2870000071116
25.37 60.532731771469116 947.8090000055954
25.36 60.63147044181824 965.0632978891923
25.36 60.73431944847107 950.5010000063345
25.35 60.82993292808533 967.8492978898487
25.35 60.930726528167725 953.9210000075386
25.34 61.02741193771362 969.389311927654
25.33 61.12531757354736 977.7512978890425
25.33 61.22487807273865 964.0440000083781
25.32 61.322622537612915 979.6149091008849
25.31 61.42189908027649 988.2482978752587
25.3 61.51867365837097 995.5726881805424
25.29 61.61846899986267 1002.7322978742654
25.28 61.719099044799805 1008.2163119400574
25.27 61.811851978302 1017.1422978748797
25.26 61.911916971206665 1024.6982978738083
25.25 62.01073718070984 1030.5093119394264
25.24 62.10938763618469 1039.7172978743686
25.23 62.20912170410156 1047.555297889273
25.21 62.307862281799316 1072.9766238512038
25.2 62.40559482574463 1073.3862978741292
25.19 62.503334283828735 1081.600297888732
25.18 62.60206842422485 1090.0406881807735
25.16 62.701804637908936 1115.709818192325
25.15 62.799546241760254 1116.7562978752894
25.14 62.89827799797058 1123.7663119287924
25.12 62.99700903892517 1154.7405957694739
25.11 63.09774088859558 1153.1936881805902
25.1 63.19507813453674 1162.1392978750807
25.08 63.293896436691284 1188.8028181916247
25.07 63.392431020736694 1190.722688180333
25.06 63.493292808532715 1200.0442978749986
25.05 63.58994650840759 1208.0353119393767
25.04 63.68864440917969 1219.1232978751416
25.02 63.78649878501892 1249.5735957427598
25.01 63.88715386390686 1247.3623119391914
25.0 63.98385548591614 1258.8262978751202
24.99 64.08283925056458 1268.9202978882215
24.98 64.18045473098755 1279.1082978751224
24.96 64.28018498420715 1307.254623851602
24.95 64.37792491912842 1310.014297888145
24.94 64.47566437721252 1320.686688180019
24.93 64.5770332813263 1329.794909099193
24.92 64.67232298851013 1342.0942978751546
24.91 64.77005791664124 1353.0456881801954
24.9 64.86979079246521 1362.4839090993237
24.89 64.97251796722412 1375.1686881799797
24.87 65.07025742530823 1406.9145957431224
24.86 65.16799879074097 1406.2689090995884
24.84 65.26641631126404 1440.1713763530117
24.83 65.36551117897034 1440.9022978758212
24.81 65.4652931690216 1473.3265957684384
24.8 65.56095027923584 1473.404311929759
24.79 65.65668678283691 1486.8422978763467
24.77 65.75841856002808 1517.0596238707858
24.76 65.85715866088867 1521.6052978759103
24.75 65.95606637001038 1533.9552978872048
24.74 66.0557861328125 1546.3992978750966
24.72 66.15364933013916 1577.1616238528914
24.71 66.25226092338562 1582.1772978876168
24.7 66.35199427604675 1595.0816881793453
